birthday,count
18/4/2001,1
9/1/1996,1
5/2/19999,1
16/4/1995,1
26/7/2003,1
10/6/1984,1
15/5/1990,1
4/4/4,1
27/4/1995,1
3/7/3,1
25/8/19999,1
24/9/200,1
10/8/1984,1
3/9/198,1
31/1/19998,1
24/1/1983,1
9/10/1981,1
24/9/1993,1
21/7/200,1
18/1/1980,1
19/7/2003,1
7/6/1990,1
15/1/1994,1
19/5/2001,1
7/10/2015,1
6/10/1986,1
19/7/1989,1
13/8/1988,1
11/11/1985,1
16/1/2015,1
23/2/1,1
11/6/1990,1
13/1/1984,1
15/5/26000230,1
31/3/142922021,1
20/2/1994,1
15/7/1571999,1
5/10/2005,1
20/11/1991,1
1/9/2003,1
19/10/1000,1
16/10/7894,1
19/4/20000,1
21/1/19981875,1
4/4/1009,1
16/3/1993,1
27/8/1987,1
7/1/1991,1
8/1/20000,1
10/5/200,1
16/7/1982,1
17/10/1542,1
6/12/1984,1
17/1/20000,1
24/4/1995,1
25/10/2002,1
15/10/1989,1
8/7/8,1
17/12/17,1
13/10/1090,1
13/6/2015,1
19/5/1982,1
10/12/1992,1
20/2/1638220258,1
14/10/1964,1
25/6/1980,1
13/11/200,1
10/2/1993,1
22/2/20000,1
2/5/2006,1
15/5/200,1
4/4/19992,1
7/6/1996,1
16/3/1994,1
20/8/1987,1
12/1/19999,1
3/10/1984,1
22/10/1993,1
24/11/20,1
30/10/1996,1
1/1/2010,1
3/11/200,1
28/4/28,1
28/10/2015,1
3/3/200,1
9/12/1993,1
17/7/9,1
17/10/1996,1
3/9/1992,1
18/7/1991,1
18/9/1992,1
11/9/1988,1
1/11/1989,1
13/11/98,1
19/10/2009,1
25/6/200,1
18/9/10,1
12/8/198,1
29/12/2010,1
17/3/2015,1
7/11/2007,1
22/1/2015,1
14/5/14,1
28/5/1980,1
2/9/19999,1
27/4/1981,1
6/5/1985,1
14/10/1985,1
22/4/200,1
10/2/10,1
3/3/147852,1
2/6/1996,1
18/7/1983,1
3/3/199,1
25/2/1998123456789,1
8/4/1994,1
29/10/200,1
3/12/1994,1
27/6/97,1
19/9/1991,1
26/9/1996,1
17/12/1588,1
3/10/990918912244,1
2/3/1944,1
7/11/199,1
15/3/2001,1
15/9/1992,1
30/2/2002,1
13/5/2002,1
19/12/20000,1
19/3/200,1
16/10/2015,1
10/2/2015,1
5/2/20000,1
10/11/1990,1
20/6/19999,1
10/5/2015,1
24/11/1,1
22/10/2003,1
11/9/2003,1
20/3/2015,1
3/8/2013,1
11/7/2002,1
1/1/1978,1
4/12/1986,1
31/7/2,1
1/11/1993,1
18/4/1984,1
20/4/1988,1
1/8/1989,1
22/1/2002,1
9/11/1980,1
11/1/11,1
5/9/1983,1
7/12/2015,1
30/1/1992,1
26/9/1991,1
6/3/1983,1
18/2/200,1
2/1/2,1
6/3/1989,1
4/9/1974,1
4/1/2004,1
7/10/1969,1
20/1/20000,1
21/11/1,1
12/6/1988,1
12/7/2001,1
11/9/1993,1
15/4/2009,1
2/12/2,1
1/3/1988,1
6/5/1990,1
17/3/1992,1
24/11/1979,1
4/5/1991,1
16/2/1989,1
10/11/97,1
22/7/1987,1
1/5/1990,1
22/11/2211,1
7/10/1995,1
17/2/1979,1
19/1/19999,1
21/3/1992,1
2/7/1988,1
24/8/1995,1
18/8/1989,1
14/7/2002,1
30/3/1985,1
29/12/2912,1
10/10/1983,1
23/1/19989,1
15/9/1993,1
5/11/200,1
10/3/1993,1
20/10/1976,1
15/3/199,1
21/4/1000,1
16/7/1995,1
14/2/8,1
2/4/998,1
13/3/2009,1
12/1/12,1
23/3/1992,1
16/10/1984,1
24/9/1988,1
5/2/1994,1
20/6/200,1
30/3/2015,1
17/2/198,1
15/3/2004,1
20/2/1986,1
20/12/1988,1
2/5/2015,1
25/2/20000,1
16/2/1008,1
1/11/199,1
16/2/1991,1
2/3/98,1
10/3/1985,1
13/3/20000,1
20/10/1998142777346,1
4/5/2001,1
28/2/1995,1
27/9/1991,1
8/10/1988,1
2/6/200000000,1
22/1/19988,1
14/5/2,1
25/5/1198,1
4/8/1991,1
5/6/1983,1
29/7/19898,1
26/10/2002,1
12/11/1991,1
8/11/2,1
1/8/200,1
28/4/199,1
19/10/6969,1
17/8/1988,1
11/10/1986,1
1/1/1945,1
14/9/2002,1
26/5/1991,1
4/3/2015,1
20/6/2001,1
9/9/200,1
1/4/200010,1
10/7/1983,1
21/7/21,1
2/7/1995,1
10/8/1990,1
7/11/2015,1
26/1/20000,1
25/1/1980,1
24/2/1988,1
5/2/1985,1
6/9/1985,1
6/3/1992,1
4/8/2,1
17/12/2001,1
7/3/2001,1
20/8/20,1
3/4/1,1
28/12/1985,1
8/5/1985,1
17/4/2001,1
15/1/1993,1
1/1/1965,1
13/10/200,1
14/2/1989,1
9/4/4,1
24/7/2015,1
18/11/198,1
4/10/11223344,1
18/4/199,1
23/8/1995,1
9/12/2015,1
23/11/1,1
14/9/200,1
16/11/16,1
27/11/1991,1
19/11/19999,1
5/11/1984,1
6/10/2001,1
15/7/12,1
2/7/1996,1
19/3/1981,1
30/5/1992,1
1/12/1974,1
20/8/1994,1
24/4/18998,1
27/10/1990,1
10/9/1995,1
28/3/2015,1
29/9/19981873,1
2/6/1992,1
5/2/99,1
14/4/1235,1
16/2/2001,1
27/8/1995,1
12/6/1986,1
29/12/1994,1
15/6/2005,1
17/8/200,1
30/12/19980257,1
16/9/1666,1
10/2/1995,1
18/11/71052151,1
26/4/1995,1
4/7/1996,1
19/5/2015,1
19/1/199,1
30/4/2005,1
14/12/12,1
5/1/1998215477825,1
10/3/1990,1
30/9/1992,1
7/10/1988,1
2/8/1980,1
18/2/1985,1
12/10/1995,1
7/9/1338,1
7/1/2002,1
17/7/1992,1
6/6/20000,1
23/6/1985,1
15/11/12,1
9/11/1988,1
23/1/1995,1
18/6/1990,1
18/9/9999,1
2/10/2004,1
14/1/2001,1
22/11/1976,1
26/7/19988,1
10/10/200,1
16/6/1993,1
22/11/1991,1
12/2/1991,1
18/1/1987,1
23/10/2015,1
3/6/2015,1
2/2/1992,1
20/1/1111,1
29/7/1994,1
4/4/1989,1
24/10/19994,1
25/4/2001,1
22/8/22,1
11/10/2015,1
2/10/2,1
28/5/2003,1
20/4/200,1
22/7/2003,1
4/6/1996,1
1/1/1830,1
29/10/2003,1
11/10/1993,1
7/9/1982,1
20/10/98,1
31/10/1995,1
27/2/200,1
30/6/30,1
15/8/1992,1
22/6/6,1
30/11/1990,1
23/6/2015,1
2/7/20000,1
6/6/1979,1
20/3/1986,1
8/7/2,1
28/7/1994,1
14/1/1995,1
17/10/2002,1
29/10/1982,1
18/12/1990,1
15/5/123456,1
21/5/2135,1
10/1/1990,1
4/2/1995,1
28/3/99,1
29/9/299,1
10/8/1995,1
24/4/1991,1
16/7/1993,1
27/6/18,1
26/3/1988,1
15/12/1888,1
8/7/200,1
7/8/8,1
29/6/1995,1
22/8/1991,1
17/11/19988,1
16/3/2010,1
23/1/1986,1
18/7/1987,1
4/9/1995,1
30/8/1980,1
12/7/1990,1
9/9/1986,1
12/10/2,1
6/10/2004,1
15/9/98,1
5/7/1980,1
1/1/1961,1
24/10/2001,1
22/8/1984,1
18/11/1981,1
12/10/1990,1
11/9/2,1
6/11/2014,1
12/8/2002,1
17/11/2004,1
16/8/1,1
20/9/1986,1
13/2/20000,1
9/11/1992,1
20/8/2015,1
15/6/1198,1
21/1/1991,1
30/4/1995,1
17/2/2005,1
14/7/1995,1
15/7/1777,1
17/3/1980,1
4/12/1989,1
21/5/19999,1
18/1/1992,1
7/9/1996,1
25/10/1990,1
5/11/2002,1
1/8/199,1
17/12/17122000,1
11/3/1982,1
13/8/9999,1
15/6/1,1
26/6/2015,1
13/3/1,1
21/10/1263456,1
20/3/1990,1
12/7/1111,1
20/10/1994,1
3/4/2015,1
11/11/1994,1
30/2/1969,1
13/6/1992,1
19/7/2015,1
6/6/1969,1
12/6/98,1
18/10/1986,1
3/10/199925,1
8/6/19698,1
25/2/1992,1
24/7/1994,1
9/2/12345679,1
3/6/19999,1
30/3/200,1
14/1/2015,1
13/11/1,1
19/11/99,1
3/11/1995,1
20/3/2003,1
17/3/98,1
19/12/16999,1
20/9/20200,1
26/8/20000,1
18/12/199,1
15/2/1983,1
17/12/1985,1
21/10/1198,1
16/6/1897,1
4/1/2001,1
10/7/1993,1
14/10/1983,1
22/5/200,1
14/7/1990,1
2/12/19993419,1
22/12/1994,1
7/10/19998,1
23/7/1981,1
20/5/2015,1
5/7/1987,1
5/1/19998,1
7/1/1204,1
13/8/1985,1
19/11/20000,1
21/12/1993,1
6/10/1996,1
12/8/12,1
15/4/1992,1
7/7/1992,1
10/4/1987,1
8/7/19998,1
1/12/19981234567,1
19/6/1996,1
13/5/1989,1
19/9/1,1
15/2/1987,1
31/6/1999,1
14/8/2,1
25/11/2004,1
1/5/19982645,1
21/2/1990,1
18/10/1994,1
11/9/20000,1
2/6/2015,1
27/10/1988,1
22/4/94,1
22/5/1996,1
21/7/998,1
22/11/1981,1
20/3/1994,1
4/12/1992,1
15/7/1981,1
20/3/1995,1
9/1/1995,1
6/8/1981,1
8/4/2004,1
19/11/2222,1
14/11/1983,1
3/5/200,1
29/9/1993,1
8/5/1983,1
28/10/98,1
9/3/99,1
1/11/1995,1
25/1/1996,1
23/11/1996,1
1/2/1989,1
8/12/14,1
4/6/2,1
30/10/30,1
2/4/2,1
18/1/1995,1
3/6/199,1
29/7/1996,1
29/9/1996,1
14/7/2015,1
3/7/2015,1
30/11/20000,1
10/8/199941,1
6/2/2002,1
10/2/2009,1
4/7/1969,1
30/8/2,1
20/10/19998,1
28/8/2002,1
25/9/25,1
18/12/1400,1
13/4/199,1
6/11/11,1
29/6/1994,1
21/2/1992,1
17/5/1980,1
18/1/1994,1
2/12/1696612213,1
4/4/98,1
9/11/2001,1
15/7/1994,1
27/10/2001,1
24/8/200,1
13/9/1986,1
24/6/1985,1
16/8/1988,1
15/5/99,1
17/2/1998111,1
27/8/2002,1
7/2/2001,1
20/12/1975,1
9/3/2009,1
17/12/200,1
23/4/1996,1
1/9/9223372036854775807,1
13/2/200,1
10/7/1991,1
25/10/2001,1
19/3/1995,1
4/7/1973,1
6/3/2008,1
2/2/1991,1
12/10/1998341724321,1
18/11/2006,1
30/8/1977,1
10/9/1,1
3/2/1994,1
7/6/1982,1
24/7/1986,1
27/9/1982,1
5/7/1994,1
2/12/2012,1
11/1/2001,1
1/7/1991,1
19/3/1,1
14/4/2001,1
8/9/20000,1
16/6/1990,1
20/6/1978,1
23/12/1993,1
23/5/2001,1
16/1/2004,1
14/1/1990,1
12/7/12072000,1
22/7/200,1
6/12/2,1
29/12/2005,1
5/3/1987,1
1/1/2005,1
15/10/2,1
17/5/1993,1
11/3/1988,1
7/9/1992,1
7/4/4,1
30/9/200,1
24/3/2015,1
17/7/1993,1
10/9/1991,1
28/12/19999,1
8/5/2015,1
5/11/1993,1
5/1/2001,1
12/4/1980,1
5/5/1998101,1
19/2/1200,1
4/5/2003,1
2/9/1991,1
12/7/1982,1
26/4/1,1
6/12/6,1
23/5/2003,1
1/9/1988,1
8/8/2001,1
1/7/1987,1
20/7/200,1
5/2/1234,1
10/3/2002,1
16/8/2004,1
10/12/1985,1
10/1/10,1
7/6/2003,1
22/6/19982,1
15/3/1000,1
2/1/19990,1
24/12/1992,1
9/3/2001,1
22/1/1988,1
31/10/1996,1
30/7/1989,1
6/8/2015,1
2/9/2001,1
14/7/1,1
15/6/1992,1
21/3/1987,1
20/7/1954,1
6/12/1994,1
18/7/18,1
26/8/98,1
15/2/15,1
4/8/1399,1
10/5/2003,1
26/6/19999,1
4/2/199,1
9/10/1993,1
23/11/2002,1
26/2/1984,1
23/10/1198,1
15/2/1994,1
10/9/1989,1
4/9/1991,1
27/11/1993,1
5/10/1728,1
6/1/2015,1
8/2/2,1
29/1/19987,1
1/12/1,1
6/6/97,1
1/8/1995,1
26/4/200,1
21/9/2,1
20/5/1980,1
2/9/1988,1
28/8/2001,1
6/6/99,1
2/1/2002,1
18/4/1980,1
15/5/1994,1
11/12/20000,1
22/4/224,1
11/1/19999,1
10/1/1988,1
30/7/1988,1
20/12/97,1
25/1/1990,1
22/9/198,1
17/8/1995,1
19/1/1992,1
9/1/1988,1
10/12/1994,1
19/9/19999,1
20/8/1988,1
20/5/1995,1
3/3/2013,1
15/2/98,1
7/2/200,1
27/7/1995,1
20/4/1987,1
1/10/2002,1
7/4/7,1
1/9/1984,1
10/11/19999,1
22/3/1989,1
22/5/1989,1
5/1/1989,1
4/8/1993,1
1/1/222,1
12/2/2,1
10/7/1982,1
24/4/24,1
14/11/200,1
30/9/199,1
30/2/1997,1
14/1/1,1
11/8/11,1
15/2/199,1
8/9/2,1
15/2/977220311,1
8/1/1986,1
30/4/30,1
19/11/1930,1
26/1/2015,1
4/5/3654,1
3/12/1993,1
13/4/14,1
17/8/1991,1
30/10/20000,1
11/2/11,1
3/6/1010,1
26/12/19999,1
7/9/1990,1
15/9/1985,1
3/5/2001,1
18/5/199,1
18/11/98,1
12/8/200,1
5/1/199922,1
1/6/2015,1
7/7/7777,1
23/7/1995,1
15/10/1234,1
6/10/1979,1
16/3/1995,1
19/10/200,1
11/4/1987,1
21/6/1996,1
16/11/18,1
8/12/1995,1
13/9/19999,1
25/8/1990,1
15/7/99,1
28/3/1995,1
6/11/19999,1
18/7/1990,1
11/8/1989,1
27/7/2015,1
3/6/1991,1
9/6/1995,1
2/10/2015,1
25/8/200,1
8/2/1978,1
7/1/1996,1
28/7/1996,1
5/9/2003,1
10/10/1962,1
31/1/1996,1
22/11/1994,1
18/5/20000,1
18/1/1988,1
1/4/200,1
11/11/1989,1
18/2/2,1
22/5/1995,1
14/12/1995,1
16/2/1900,1
30/4/1994,1
11/8/20000,1
1/9/1982,1
23/1/1991,1
20/12/2,1
12/7/2015,1
22/3/2,1
7/4/200,1
18/6/1889,1
4/2/2015,1
4/12/4,1
15/5/2015,1
12/12/1989,1
16/8/1976,1
28/7/117,1
7/12/2006,1
5/10/200,1
15/11/2003,1
4/9/19999,1
3/4/1990,1
6/9/1982,1
20/2/98,1
19/1/19,1
5/10/1992,1
22/9/2015,1
1/4/1988,1
29/1/1984,1
11/9/1991,1
6/9/1990,1
16/1/1998215443339,1
15/5/1991,1
24/6/20000,1
9/11/1994,1
20/2/1992,1
28/1/28,1
7/7/1983,1
21/2/2006,1
15/6/2004,1
17/6/1706,1
20/10/1971,1
15/10/2002,1
13/3/2,1
20/1/200000,1
11/12/2,1
15/12/199,1
3/7/7,1
2/11/1995,1
13/9/98,1
11/10/1984,1
6/7/1985,1
25/5/19999,1
3/1/3,1
12/9/1986,1
8/8/2002,1
20/7/1987,1
19/5/1988,1
2/1/1989,1
16/4/99,1
4/9/2015,1
11/9/1990,1
13/6/20000,1
14/3/19991,1
24/6/1992,1
16/11/199,1
23/9/98,1
24/9/1991,1
12/10/1979,1
21/8/1996,1
19/5/1995,1
23/1/19999,1
7/7/2003,1
22/11/1995,1
19/9/2,1
16/4/1969,1
13/6/13699,1
14/10/2,1
19/11/6028439,1
18/11/43214321,1
9/4/199,1
25/1/1993,1
19/11/1982,1
19/1/1234,1
22/6/1995,1
27/3/1991,1
20/3/3,1
13/5/2015,1
11/11/200,1
19/2/1993,1
18/5/2001,1
31/8/1984,1
30/1/2,1
10/1/1986,1
29/1/200,1
15/11/1995,1
6/2/1987,1
16/11/19998,1
12/10/1983,1
27/9/1198,1
21/4/2015,1
4/9/1984,1
28/11/199,1
6/3/1,1
21/10/2015,1
1/12/2002,1
2/7/199,1
2/8/1998206340031,1
25/8/1984,1
17/10/1988,1
23/10/1994,1
31/2/1991,1
31/5/19998,1
1/10/1984,1
8/11/19998,1
7/9/1987,1
30/3/1993,1
9/3/9,1
4/7/2015,1
20/10/1991,1
18/4/200,1
8/5/199,1
26/9/1984,1
2/9/1989,1
20/11/19999,1
19/3/19998,1
21/3/10,1
23/10/1995,1
18/10/1523,1
18/11/2016,1
29/2/3,1
27/2/1991,1
11/2/11021999,1
28/5/200,1
17/6/1222,1
12/2/1994,1
13/11/11,1
1/4/1992,1
8/4/1995,1
14/10/199,1
6/8/19999,1
15/2/99,1
21/8/2001,1
14/9/19999,1
4/1/98,1
28/8/28,1
12/12/1993,1
20/4/20,1
29/8/1995,1
13/3/2015,1
11/3/2001,1
20/8/2001,1
9/5/2002,1
5/8/2,1
31/10/19999,1
25/2/1981,1
2/1/2008,1
1/7/1,1
12/10/19981920,1
5/2/199,1
15/6/1977,1
24/12/24,1
17/12/1993,1
7/10/1984,1
20/1/1991,1
19/8/1994,1
19/6/2,1
12/9/1955,1
12/7/3000,1
20/1/19999,1
6/9/19,1
9/12/2006,1
13/3/200,1
19/12/1211,1
31/12/200,1
1/1/97,1
27/2/1983,1
21/7/2,1
27/1/1996,1
13/9/1996,1
9/1/20,1
2/4/1988,1
12/5/2015,1
6/9/1984,1
7/7/2015,1
6/5/1986,1
19/12/1986,1
17/1/1995,1
3/4/4,1
5/1/1986,1
9/3/20000,1
22/4/1989,1
21/5/1992,1
24/10/1976,1
15/8/1978,1
8/11/1981,1
19/1/1994,1
10/3/1982,1
22/5/1,1
24/11/1990,1
6/1/2,1
14/5/1994,1
27/8/1996,1
15/9/1984,1
7/1/1995,1
2/3/1979,1
15/8/2,1
22/8/1,1
27/9/1,1
27/2/19,1
15/2/1995,1
3/2/10,1
26/11/26,1
20/12/20000,1
21/1/21,1
22/8/20000,1
10/1/19,1
11/8/1988,1
25/1/1989,1
25/12/1985,1
30/5/2001,1
19/9/2222,1
17/4/199,1
4/5/1994,1
1/8/2015,1
15/6/6,1
25/9/1989,1
1/7/2001,1
23/6/19992,1
24/2/1887,1
18/11/1990,1
25/10/2004,1
17/5/187706427,1
28/3/1993,1
14/2/20000,1
27/2/2001,1
30/4/1992,1
3/12/2015,1
16/8/2002,1
6/1/1,1
1/1/1986,1
18/9/2015,1
27/11/1987,1
16/11/1991,1
1/12/200,1
10/10/2008,1
27/5/27,1
17/10/1992,1
7/8/19971,1
19/9/99,1
24/2/1991,1
17/10/2545,1
3/3/1991,1
8/5/5,1
10/8/10,1
16/1/200,1
29/11/1995,1
11/12/2015,1
17/1/19980,1
28/10/28,1
18/3/1980,1
18/9/200,1
24/5/2015,1
9/11/199,1
9/10/1989,1
26/9/1990,1
2/9/1984,1
28/5/2004,1
16/8/2015,1
10/5/1991,1
26/3/1987,1
28/6/1988,1
1/1/2014,1
26/11/1999141,1
29/1/2001,1
12/6/1984,1
6/3/1982,1
19/9/1983,1
8/5/2,1
24/6/1996,1
12/8/1990,1
1/6/11999,1
28/7/1198,1
13/5/98,1
17/6/2,1
15/7/2015,1
17/11/2,1
1/8/1996,1
17/10/98,1
13/5/1995,1
2/12/1985,1
30/4/1987,1
15/7/1993,1
7/9/2200,1
5/9/1972,1
3/8/1985,1
15/9/2002,1
14/8/2001,1
26/5/1979,1
19/7/1979,1
27/10/1980,1
31/8/19999,1
10/10/2010,1
5/5/98,1
9/9/1989,1
24/11/20000,1
29/10/2001,1
17/5/12345,1
24/1/1988,1
28/9/2003,1
2/9/200,1
22/3/20000,1
5/7/20002,1
29/4/1994,1
28/12/2015,1
9/7/9,1
20/7/1970,1
17/1/1990,1
13/2/1890,1
2/5/1986,1
11/3/1996,1
12/7/1994,1
6/10/2003,1
28/4/1996,1
15/5/1989,1
10/7/2001,1
20/3/1999544,1
17/7/17,1
9/1/1994,1
5/11/1987,1
17/10/1989,1
9/8/2015,1
8/3/1993,1
23/11/200,1
6/9/6969,1
27/5/2002,1
14/9/2001,1
26/6/19988,1
31/8/1988,1
14/6/2,1
13/10/1988,1
21/6/20000,1
9/11/2015,1
18/7/2003,1
10/7/1995,1
24/11/1986,1
28/4/1983,1
13/2/1994,1
26/6/2004,1
5/11/2004,1
20/6/1991,1
8/6/1996,1
1/5/1984,1
10/8/200,1
12/6/998,1
2/10/1993,1
30/8/1995,1
4/5/200,1
16/3/1967,1
5/11/1988,1
18/11/1980,1
17/3/1993,1
2/4/1996,1
2/3/1995,1
29/5/1996,1
29/5/1995,1
5/5/2002,1
22/5/22,1
9/11/1991,1
30/11/1,1
4/5/1983,1
14/10/1996,1
1/10/2003,1
15/9/200,1
18/12/1996,1
20/2/20,1
23/8/1989,1
29/7/1990,1
9/8/20000,1
11/6/2002,1
16/7/19991,1
6/4/1979,1
23/5/1991,1
17/12/1234,1
16/10/20000000000000,1
11/6/99,1
4/5/2015,1
12/3/2010,1
17/9/1212,1
20/8/8,1
9/10/1995,1
16/9/200,1
30/3/3000,1
11/2/1992,1
14/9/1974,1
24/3/24,1
20/2/1995,1
10/10/98,1
2/4/2002,1
5/8/2007,1
1/12/1988,1
8/7/1990,1
24/8/98,1
19/6/1989,1
18/5/2003,1
18/3/2001,1
18/1/199,1
22/10/22,1
15/8/1988,1
8/4/200,1
18/10/200,1
15/1/99,1
15/2/1992,1
8/6/1993,1
26/6/200,1
16/5/2009,1
22/2/19999,1
13/7/2001,1
10/10/10101999,1
23/8/2,1
15/12/1995,1
27/6/1991,1
25/9/14150693,1
27/8/2004,1
28/1/1995,1
18/2/1980,1
24/11/24,1
22/6/22,1
7/11/1996,1
24/1/13579054,1
27/10/2015,1
26/8/1984,1
13/12/2,1
30/10/1992,1
22/7/1994,1
11/8/2002,1
10/2/1991,1
4/6/200,1
8/5/1988,1
9/4/1986,1
24/11/1992,1
13/12/1,1
15/8/2002,1
17/5/1984,1
17/8/98,1
20/4/1980,1
25/3/1889,1
3/3/19999,1
7/6/7,1
1/1/1977,1
25/8/2000333333333333334,1
22/12/199873,1
18/1/2015,1
12/8/12000,1
6/5/2002,1
8/5/200,1
12/8/22000,1
21/12/21,1
1/11/1988,1
9/9/1992,1
23/3/1993,1
10/8/199,1
28/4/2015,1
7/7/1000,1
1/12/19982641,1
27/11/1992,1
15/11/1986,1
12/11/12,1
29/6/55,1
2/12/1995,1
21/12/1995,1
23/11/98,1
25/7/1995,1
25/9/1993,1
10/7/20000,1
1/12/19999,1
18/11/2015,1
9/3/1995,1
25/5/2015,1
11/5/1996,1
11/2/1996,1
18/5/19981877,1
1/1/2003,1
13/12/1995,1
22/8/19999,1
13/9/1978,1
11/1/1989,1
19/5/1981,1
15/4/1504,1
26/9/199,1
5/6/6,1
28/3/1994,1
3/8/1988,1
30/7/2015,1
4/9/200,1
25/1/19991,1
27/6/1982,1
12/8/1984,1
8/8/2007,1
26/2/200,1
31/8/2002,1
18/12/1994,1
20/4/20000,1
12/7/98,1
14/5/1989,1
3/6/1980,1
14/2/1996,1
1/2/1974,1
29/5/1983,1
18/2/2001,1
12/5/98,1
11/1/1990,1
22/2/22,1
9/9/9,1
5/5/1994,1
28/12/199,1
4/2/1988,1
21/11/19982060,1
11/12/1988,1
24/10/19999,1
7/4/1996,1
29/10/1987,1
23/3/2,1
10/9/1994,1
15/2/92,1
20/10/199,1
19/8/1899,1
14/3/1994,1
28/11/1988,1
1/4/2004,1
5/12/12,1
30/12/1986,1
10/10/199,1
24/9/2002,1
9/10/2001,1
21/3/1996,1
10/4/1981,1
1/6/1933,1
20/7/1995,1
18/5/18,1
25/9/2001,1
12/7/117,1
27/1/2015,1
19/7/1995,1
21/8/21081998,1
2/6/1990,1
11/9/2015,1
18/1/1990,1
15/1/98,1
25/9/1991,1
25/11/1996,1
5/8/1969,1
8/9/1995,1
16/2/16,1
4/8/200,1
25/11/1987,1
11/7/1,1
11/12/1985,1
10/4/2015,1
5/5/1975,1
16/8/199901,1
8/6/2001,1
5/9/1996,1
26/1/2004,1
2/1/20000,1
10/10/123456789,1
22/7/1996,1
23/4/2002,1
1/10/20000,1
10/10/2004,1
13/9/2323,1
13/10/2003,1
13/10/2001,1
8/6/806200,1
1/6/1991,1
28/6/2015,1
15/10/1985,1
16/10/16,1
14/6/146,1
17/4/1994,1
7/9/1984,1
10/6/1994,1
11/11/1992,1
1/1/20111966,1
31/3/2015,1
16/7/200,1
26/7/1987,1
22/9/2007,1
10/11/199,1
17/6/1993,1
30/4/1996,1
5/8/2015,1
21/7/1993,1
22/10/1987,1
13/12/1459,1
9/7/20000,1
3/8/1991,1
17/7/20002,1
22/11/2001,1
16/11/11,1
18/12/1244,1
13/7/1,1
1/3/2005,1
15/7/2,1
15/9/1950,1
11/10/1989,1
15/10/15,1
12/9/1992,1
26/2/1988,1
7/7/1994,1
14/6/20000,1
11/2/1989,1
21/10/1994,1
15/4/1988,1
2/4/19999,1
1/2/1991,1
15/10/199,1
26/9/2004,1
21/10/21,1
10/4/19999,1
23/10/1993,1
20/8/2003,1
12/6/1995,1
10/9/1283513192,1
7/2/1992,1
21/5/199,1
3/8/9223372036854775807,1
18/9/1981,1
1/9/1990,1
28/12/20000,1
13/4/13,1
10/9/1983,1
24/11/19998,1
20/8/998,1
9/5/1992,1
18/12/2005,1
5/11/199922,1
26/4/2009,1
10/7/1989,1
18/2/1992,1
12/8/1993,1
28/8/2003,1
13/12/1994,1
17/12/199,1
5/7/200,1
19/7/1987,1
13/5/1969,1
23/1/2015,1
6/7/19998,1
4/11/1981,1
25/3/199,1
20/12/1994,1
30/6/1995,1
28/2/198,1
4/10/1984,1
8/4/1988,1
11/6/199,1
10/10/2005,1
13/8/199,1
7/11/20002,1
19/11/191199,1
18/12/2001,1
20/9/2009,1
15/5/2001,1
18/11/1456,1
11/12/7,1
15/6/200,1
8/5/8,1
25/2/25,1
6/9/200,1
16/10/199,1
4/1/1996,1
3/4/2002,1
18/7/19999,1
3/9/1995,1
21/11/200,1
6/9/2069,1
12/8/1985,1
13/4/1993,1
23/12/19998,1
8/4/2001,1
28/11/1972,1
25/4/1996,1
14/8/8,1
28/2/1198,1
18/11/1898,1
23/6/1,1
16/6/2001,1
14/4/98,1
7/3/2015,1
11/11/1987,1
8/12/200,1
20/7/1991,1
25/7/1993,1
25/11/25,1
7/7/1990,1
25/10/1984,1
20/6/1989,1
1/8/1984,1
1/5/2015,1
17/11/2096,1
15/3/1992,1
21/6/1995,1
6/3/1985,1
10/10/1111,1
13/5/19999,1
17/12/2,1
19/12/2004,1
18/7/1993,1
30/8/99,1
4/9/200000000,1
11/1/1996,1
3/2/1991,1
24/1/2001,1
18/1/18,1
12/8/2015,1
14/11/2003,1
4/2/1337,1
2/4/99,1
11/5/1982,1
1/10/1990,1
23/3/2001,1
30/10/19990160,1
21/11/1985,1
15/1/1982,1
18/6/1989,1
21/3/21,1
10/8/8,1
9/3/200,1
18/4/1993,1
13/6/19998,1
21/1/1995,1
25/11/199919,1
17/10/2015,1
10/12/1995,1
17/8/1993,1
11/5/2002,1
9/6/2002,1
3/3/2001,1
6/2/20000,1
6/11/1995,1
2/3/1234,1
27/1/1,1
30/10/2,1
20/1/1983,1
2/11/1993,1
10/6/2015,1
1/8/1974,1
24/1/20001,1
4/11/1905,1
1/12/1973,1
11/1/2002,1
13/8/1989,1
29/4/2015,1
18/12/2,1
28/11/2001,1
11/6/1996,1
16/10/20000,1
1/7/1986,1
22/10/1995,1
22/2/1995,1
3/8/3,1
9/6/1639799014,1
9/12/1989,1
25/12/1,1
10/2/1998215426388,1
5/4/1992,1
14/9/1991,1
2/2/1979,1
6/8/1995,1
1/12/1994,1
10/11/1995,1
20/7/2002,1
17/5/200,1
12/11/1995,1
25/12/1979,1
16/12/1986,1
17/8/1111,1
13/3/1994,1
13/8/1,1
1/3/2011,1
31/8/1996,1
6/7/99,1
7/6/200,1
3/10/2015,1
2/8/1990,1
12/9/1980,1
14/2/1987,1
6/5/2005,1
19/9/1995,1
19/12/1990,1
2/10/1984,1
10/6/1009,1
1/7/1993,1
29/7/1993,1
25/12/1995,1
1/7/1999201795,1
7/6/19999,1
15/1/1984,1
17/3/123456789,1
14/9/1,1
20/5/1985,1
